AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label
4226.154,4212.692,4231.282,4270.256,4391.538,4340.256,4334.872,4006.923,4007.308,4350.256,4337.821,4252.821,4339.359,4367.436,16
4221.538,4226.795,4236.154,4270.0,4392.308,4333.077,4329.872,4010.641,4010.385,4312.564,4337.692,4246.154,4350.897,4380.769,16
4226.41,4229.103,4243.077,4275.769,4394.615,4340.769,4334.615,3984.872,3985.769,4285.256,4336.154,4247.821,4361.41,4387.436,16
4226.282,4226.026,4236.667,4265.897,4394.103,4347.564,4333.974,4004.359,4005.513,4256.795,4333.718,4237.564,4387.436,4386.538,16
4238.846,4248.59,4237.949,4274.615,4391.538,4347.692,4333.077,4021.282,4017.821,4235.385,4327.692,4230.0,4398.846,4386.282,16
4216.538,4229.231,4229.615,4268.718,4391.538,4350.513,4336.41,3971.026,3965.385,4230.513,4324.487,4224.359,4409.872,4382.821,16
4226.667,4234.615,4237.692,4272.436,4392.051,4352.949,4337.692,4040.769,4036.282,4217.821,4317.821,4215.641,4394.487,4376.282,16
4222.051,4219.615,4236.923,4270.128,4392.436,4356.026,4341.538,4206.282,4217.308,4205.641,4307.949,4193.205,4377.564,4353.718,16
4228.718,4228.59,4237.821,4275.513,4395.0,4354.103,4345.769,4281.538,4272.949,4223.718,4310.385,4198.333,4367.564,4349.103,16
4220.0,4214.615,4223.846,4264.744,4395.385,4353.333,4347.179,4188.333,4173.462,4238.974,4319.103,4214.487,4362.179,4343.718,16
4230.897,4237.821,4228.59,4268.077,4392.436,4352.308,4343.077,4095.128,4175.385,4256.667,4332.564,4241.667,4354.615,4338.077,16
4221.41,4232.051,4227.564,4262.436,4394.872,4355.385,4346.282,4069.615,4188.974,4300.641,4335.256,4248.718,4343.846,4322.692,16
4227.308,4236.282,4228.718,4270.128,4396.282,4348.333,4345.256,4014.103,4035.385,4343.333,4336.795,4246.795,4339.872,4326.154,16
4219.615,4226.667,4230.385,4273.333,4392.692,4346.795,4342.821,3998.846,3971.795,4335.897,4331.667,4246.282,4320.513,4338.077,16
4210.897,4225.385,4231.538,4269.359,4391.538,4344.615,4335.385,3982.949,3995.769,4345.513,4336.154,4252.564,4322.179,4357.436,16
4220.128,4222.821,4232.564,4268.205,4395.256,4344.872,4334.487,4013.974,4022.051,4351.795,4338.974,4253.462,4330.385,4360.769,16
4230.641,4233.718,4234.744,4270.385,4393.59,4344.231,4333.718,3997.179,3984.872,4305.385,4333.846,4241.923,4355.641,4370.0,16
4236.538,4232.949,4243.077,4277.179,4392.436,4345.641,4334.615,3986.795,3988.846,4270.256,4333.333,4245.0,4370.0,4394.231,16
4229.744,4216.026,4236.026,4269.103,4393.077,4345.256,4335.385,4008.974,4008.462,4252.949,4331.667,4236.282,4393.205,4400.128,16
4240.641,4236.282,4240.641,4279.231,4394.231,4347.949,4338.59,4018.846,4016.282,4224.487,4319.487,4225.256,4392.692,4385.385,16
4218.205,4232.821,4238.59,4272.821,4392.949,4351.538,4343.333,3960.385,3961.026,4206.41,4307.949,4207.692,4400.0,4369.744,16
4223.462,4238.846,4238.59,4275.128,4393.974,4351.154,4345.513,4042.051,4042.179,4200.769,4308.077,4201.282,4393.718,4362.436,16
4219.487,4222.692,4229.359,4269.487,4395.769,4349.615,4344.872,4234.103,4234.615,4188.59,4308.59,4194.231,4374.487,4345.128,16
4229.615,4218.974,4234.615,4269.744,4396.026,4350.897,4347.821,4267.564,4266.026,4207.051,4306.026,4201.282,4350.256,4341.026,16
4225.256,4188.205,4226.282,4258.846,4392.949,4355.385,4350.513,4162.308,4161.795,4245.256,4315.256,4214.872,4348.205,4331.538,16
4237.436,4220.769,4231.667,4269.487,4387.051,4348.59,4342.949,4225.385,4231.282,4279.103,4339.487,4245.128,4346.282,4323.846,16
4220.256,4220.897,4227.949,4262.692,4390.641,4347.308,4344.231,4242.308,4250.769,4313.462,4341.795,4252.179,4339.103,4316.026,16
4230.128,4221.795,4229.615,4267.051,4394.231,4345.128,4342.436,4032.564,4034.359,4345.128,4336.795,4255.641,4337.179,4330.897,16
4222.821,4226.026,4227.436,4273.846,4392.564,4339.615,4337.821,3955.256,3953.59,4341.154,4335.513,4257.436,4318.077,4340.0,16
4216.026,4239.231,4231.667,4277.308,4391.923,4334.872,4337.051,4002.949,4003.718,4349.615,4340.0,4256.282,4326.923,4354.231,16
4225.897,4217.564,4238.718,4272.821,4395.128,4345.897,4342.564,4013.462,4011.026,4344.872,4337.051,4255.513,4348.077,4369.359,16
4235.769,4226.282,4240.128,4272.179,4395.128,4349.231,4341.282,3980.256,3981.154,4294.744,4333.462,4249.872,4364.103,4380.256,16
4231.154,4244.872,4242.821,4277.051,4392.692,4345.897,4346.026,4004.615,4009.615,4257.436,4331.154,4243.462,4364.744,4385.513,16
4222.564,4240.769,4234.744,4266.41,4390.513,4343.59,4345.513,3980.128,3969.615,4242.692,4327.179,4232.692,4395.256,4390.385,16
4237.692,4243.59,4234.744,4271.41,4391.154,4344.872,4340.256,4051.282,4065.641,4210.128,4314.744,4222.692,4400.897,4384.103,16
4222.436,4230.897,4234.231,4264.487,4391.667,4347.179,4345.0,4134.359,4200.256,4190.128,4298.333,4196.795,4399.615,4366.026,16
4228.846,4236.026,4238.974,4266.923,4395.256,4350.0,4355.897,4166.026,4207.821,4194.359,4303.59,4200.256,4384.872,4351.154,16
4221.41,4217.179,4229.487,4264.231,4394.744,4347.308,4354.103,4210.897,4196.41,4186.41,4317.051,4211.41,4368.077,4335.128,16
4228.205,4226.282,4234.359,4271.795,4390.128,4341.026,4350.256,4243.974,4234.872,4215.128,4311.795,4214.872,4345.641,4332.179,16
4220.769,4214.872,4226.923,4262.564,4390.385,4339.487,4354.231,4186.538,4195.0,4271.923,4313.59,4223.205,4346.667,4321.41,16
4234.231,4236.923,4230.256,4271.538,4394.231,4333.846,4355.128,4230.897,4226.154,4302.179,4335.128,4254.103,4339.487,4315.0,16
4221.154,4233.205,4226.795,4265.769,4394.872,4330.641,4359.359,4230.0,4224.615,4315.897,4337.179,4255.641,4320.769,4311.41,16
4228.077,4245.641,4232.436,4270.897,4394.487,4328.205,4357.436,4027.051,4028.846,4340.897,4338.718,4262.308,4324.744,4334.744,16
4218.462,4228.59,4230.641,4269.744,4395.769,4331.795,4353.462,3950.641,3951.026,4337.436,4345.641,4270.128,4327.051,4346.667,16
4220.385,4238.974,4234.615,4272.821,4392.179,4330.641,4350.0,4006.667,4008.462,4338.462,4345.769,4262.564,4334.744,4354.615,16
4226.154,4230.897,4234.103,4272.051,4390.641,4330.641,4355.513,4004.615,4004.744,4333.59,4339.487,4253.974,4349.103,4367.564,16
4232.949,4227.821,4236.026,4275.256,4390.256,4327.692,4354.359,3984.103,3983.846,4289.872,4340.256,4251.026,4369.103,4385.769,16
4230.385,4226.667,4245.513,4280.385,4391.154,4334.103,4355.897,4012.308,4012.949,4246.154,4329.487,4240.769,4372.821,4387.949,16
4223.333,4244.103,4241.538,4272.051,4394.487,4337.051,4358.462,3960.641,3959.872,4225.385,4316.026,4226.41,4395.128,4382.436,16
4232.179,4261.41,4237.949,4273.333,4396.026,4336.667,4359.103,4090.256,4089.744,4192.179,4308.333,4210.897,4388.974,4372.564,16
4222.051,4238.974,4235.385,4267.436,4392.821,4337.564,4357.692,4252.179,4253.974,4177.564,4298.333,4184.615,4379.359,4356.667,16
4233.333,4220.0,4236.154,4270.897,4393.462,4343.205,4361.667,4232.051,4233.59,4192.949,4300.0,4197.692,4366.538,4342.051,16
4226.667,4200.641,4227.436,4266.154,4393.077,4341.41,4362.564,4189.359,4187.308,4200.513,4313.205,4219.231,4367.051,4335.769,16
4229.359,4231.41,4234.231,4271.41,4391.795,4335.0,4358.59,4234.359,4232.949,4233.333,4316.41,4227.179,4346.923,4335.641,16
4215.256,4224.231,4226.282,4263.077,4394.872,4333.846,4353.718,4199.744,4199.744,4280.641,4319.615,4234.103,4340.641,4316.795,16
4229.231,4232.436,4229.487,4273.718,4396.667,4329.487,4345.513,4228.846,4227.821,4304.487,4335.0,4258.205,4331.282,4317.051,16
4216.282,4227.564,4226.154,4270.0,4394.103,4328.974,4342.821,4216.282,4215.513,4318.205,4339.103,4257.692,4312.564,4328.077,16
4224.615,4247.821,4234.615,4277.564,4391.667,4329.487,4341.923,4021.026,4019.744,4337.308,4345.256,4276.538,4312.051,4343.205,16
4214.103,4236.923,4232.692,4269.615,4396.41,4334.744,4345.256,3950.513,3948.718,4326.154,4350.513,4285.513,4323.59,4342.308,16
4222.051,4248.974,4237.308,4272.436,4397.692,4333.846,4346.154,4010.0,4010.385,4325.0,4345.0,4265.513,4341.154,4359.359,16
4230.641,4237.692,4237.949,4276.795,4394.487,4338.077,4349.744,3999.872,4002.436,4319.359,4335.769,4252.436,4358.333,4378.205,16
4239.103,4234.103,4239.231,4280.128,4393.718,4338.333,4348.333,3985.769,3987.051,4277.436,4337.179,4255.513,4377.179,4387.564,16
4233.205,4212.821,4242.436,4276.282,4394.487,4341.026,4351.026,4009.359,4009.231,4232.308,4319.231,4234.231,4373.462,4379.103,16
4227.821,4212.564,4238.846,4269.487,4392.949,4345.513,4353.974,3960.897,3960.385,4212.692,4301.667,4209.615,4386.923,4372.436,16
4233.974,4234.487,4236.41,4274.615,4395.769,4350.897,4355.897,4103.59,4103.205,4184.103,4304.103,4207.949,4386.282,4363.205,16
4223.462,4241.538,4235.769,4267.308,4394.744,4346.923,4354.359,4255.897,4255.769,4173.333,4306.282,4200.128,4379.615,4350.641,16
4231.026,4237.564,4240.128,4265.769,4391.795,4343.718,4356.538,4227.692,4227.821,4203.846,4305.0,4212.821,4356.41,4337.949,16
4224.487,4217.564,4229.615,4263.462,4392.179,4341.795,4353.333,4188.718,4189.103,4228.59,4317.308,4226.923,4355.897,4332.564,16
4233.718,4230.513,4233.974,4271.026,4394.744,4341.282,4348.205,4234.744,4233.333,4256.795,4322.564,4232.821,4342.692,4331.026,16
4228.205,4220.513,4231.41,4259.872,4393.846,4344.231,4348.462,4198.077,4196.538,4292.949,4320.513,4237.821,4336.923,4313.205,16
4234.872,4237.436,4235.0,4269.103,4392.436,4340.641,4344.615,4232.821,4233.59,4315.513,4335.0,4265.769,4322.821,4315.897,16
4211.923,4229.359,4228.077,4269.487,4391.923,4335.385,4339.615,4205.385,4204.359,4322.692,4341.154,4268.974,4316.538,4327.692,16
4223.974,4236.667,4237.564,4282.179,4391.154,4333.205,4339.231,4006.923,4002.564,4334.615,4344.359,4276.41,4331.154,4348.077,16
4218.333,4217.051,4232.179,4274.231,4393.718,4341.026,4345.128,3944.231,3941.795,4327.051,4349.359,4277.949,4342.308,4355.0,16
4229.359,4230.0,4234.744,4278.077,4394.615,4342.564,4344.487,4025.0,4027.949,4316.026,4343.333,4264.615,4347.821,4366.282,16
4231.538,4223.718,4237.051,4275.641,4394.744,4346.795,4347.436,3999.359,3999.615,4297.692,4328.846,4250.769,4364.744,4373.59,16
4242.436,4237.692,4239.872,4275.641,4394.359,4346.795,4349.103,3964.487,3961.667,4258.59,4329.231,4248.59,4382.821,4385.256,16
4237.436,4227.308,4237.564,4274.487,4394.231,4348.333,4355.513,4079.615,4092.821,4217.692,4314.231,4225.256,4377.692,4379.615,16
4230.513,4231.923,4234.487,4268.974,4393.974,4346.026,4355.385,4117.308,4140.641,4203.59,4295.0,4204.872,4392.564,4364.103,16
4233.462,4235.641,4233.59,4269.231,4396.41,4347.821,4352.308,4168.718,4174.615,4176.795,4299.872,4209.872,4385.385,4349.744,16
4228.333,4215.256,4231.795,4266.667,4394.487,4349.615,4353.077,4224.872,4214.103,4166.41,4309.744,4210.128,4373.59,4347.436,16
4235.256,4203.718,4233.462,4269.872,4391.41,4350.128,4357.436,4227.564,4228.205,4203.974,4307.949,4219.103,4357.692,4338.333,16
4227.308,4207.179,4229.487,4266.667,4390.897,4344.615,4352.692,4196.41,4210.256,4241.41,4315.641,4230.769,4365.128,4327.308,16
4228.333,4223.846,4234.872,4273.077,4393.974,4337.564,4350.385,4234.231,4218.077,4272.308,4322.821,4237.821,4348.333,4324.359,16
4215.513,4201.923,4228.205,4264.103,4393.077,4337.564,4349.872,4183.59,4192.436,4303.974,4329.487,4243.846,4337.564,4316.667,16
4226.795,4210.641,4236.026,4269.615,4390.641,4339.487,4343.718,4135.513,4239.872,4325.641,4349.359,4279.487,4321.41,4324.359,16
4209.744,4211.154,4230.128,4262.949,4392.821,4336.795,4341.282,4101.026,4192.436,4335.897,4351.667,4279.487,4318.59,4333.077,16
4223.077,4238.205,4233.333,4276.538,4395.128,4333.846,4342.692,4004.103,3992.564,4345.897,4342.308,4266.026,4335.256,4354.744,16
4228.462,4220.385,4231.41,4274.231,4396.026,4342.308,4344.872,3958.333,3936.667,4326.41,4340.256,4265.513,4348.846,4365.769,16
4244.359,4223.077,4245.128,4276.026,4396.923,4345.385,4342.821,4023.333,4040.897,4302.051,4339.744,4265.0,4357.308,4374.615,16
4230.513,4219.359,4243.59,4265.897,4395.385,4345.256,4346.282,3994.615,3991.026,4281.538,4325.769,4245.513,4371.282,4376.538,16
4235.641,4241.41,4238.205,4271.538,4390.513,4341.026,4347.179,3961.282,3947.692,4247.949,4319.615,4240.513,4382.308,4384.359,16
4228.974,4229.872,4233.846,4275.385,4391.923,4342.564,4350.641,4159.744,4163.462,4206.282,4305.128,4221.41,4379.359,4370.256,16
4224.103,4241.154,4235.256,4269.231,4395.513,4344.103,4351.026,4260.256,4260.513,4197.564,4297.179,4199.872,4386.538,4354.744,16
4230.256,4236.923,4236.026,4268.462,4394.615,4349.872,4353.077,4207.564,4206.923,4177.179,4305.513,4208.462,4375.513,4348.333,16
4232.051,4214.359,4236.795,4271.923,4391.795,4347.949,4352.821,4184.103,4182.436,4168.462,4311.923,4218.718,4375.641,4350.385,16
4233.205,4204.744,4235.897,4275.128,4395.769,4347.179,4357.949,4232.949,4233.333,4220.897,4313.077,4225.128,4358.974,4334.231,16
4226.154,4216.923,4228.077,4267.949,4393.462,4343.846,4356.154,4219.103,4221.154,4272.308,4325.256,4235.769,4354.615,4317.179,16
4232.436,4242.821,4237.179,4268.974,4388.974,4339.231,4348.462,4211.795,4203.333,4291.667,4328.974,4249.872,4337.051,4322.821,16
4219.615,4228.59,4232.821,4261.41,4391.026,4336.41,4343.974,4187.051,4191.282,4309.872,4329.487,4257.308,4327.436,4328.077,16
4225.385,4226.667,4235.769,4274.487,4394.487,4335.513,4346.538,4210.128,4245.256,4324.103,4345.128,4284.231,4314.359,4333.974,16
4212.436,4210.769,4231.026,4272.179,4392.308,4338.205,4347.308,4153.974,4180.128,4322.821,4350.0,4279.615,4325.641,4338.846,16
4229.359,4225.513,4236.795,4278.462,4391.795,4340.641,4343.333,3989.872,3983.333,4332.564,4345.641,4272.179,4343.59,4359.359,16
4226.41,4217.436,4230.769,4272.692,4396.026,4344.231,4345.897,3946.154,3941.154,4318.077,4341.154,4268.846,4349.872,4364.872,16
4240.769,4238.718,4241.795,4284.359,4395.128,4343.205,4349.103,4040.0,4046.795,4286.154,4332.564,4260.641,4355.0,4366.795,16
4231.41,4222.436,4242.051,4277.308,4392.821,4347.308,4352.436,3984.615,3983.333,4267.179,4322.949,4243.205,4376.154,4373.718,16
4234.872,4236.41,4240.513,4275.513,4393.077,4348.718,4352.051,3960.256,3957.692,4242.692,4324.359,4241.795,4388.205,4385.641,16
4223.462,4240.128,4238.333,4273.59,4395.0,4349.487,4354.359,4175.769,4177.308,4196.667,4306.41,4214.487,4380.385,4368.462,16
4227.564,4249.872,4240.769,4272.564,4396.154,4347.564,4352.436,4259.872,4261.282,4183.462,4294.359,4194.615,4387.051,4352.564,16
4233.846,4223.462,4232.821,4268.205,4396.795,4350.0,4355.769,4203.205,4204.872,4182.949,4306.538,4214.872,4379.872,4343.205,16
4226.923,4210.385,4228.333,4266.538,4391.026,4345.513,4359.231,4193.974,4189.744,4196.538,4316.41,4228.205,4364.615,4342.692,16
4223.59,4208.846,4232.821,4270.256,4390.256,4344.615,4361.154,4234.231,4234.744,4238.846,4312.949,4229.103,4343.205,4327.308,16
4227.436,4207.179,4235.0,4273.333,4394.615,4340.897,4354.103,4206.154,4213.974,4277.436,4320.897,4241.41,4357.564,4316.795,16
4238.59,4216.538,4235.641,4273.462,4395.641,4336.667,4348.205,4227.051,4215.256,4301.282,4328.205,4253.846,4335.769,4320.256,16
4225.256,4221.795,4224.872,4258.718,4392.436,4335.513,4344.615,4168.077,4179.487,4319.487,4335.897,4258.462,4317.692,4324.359,16
4227.564,4249.872,4231.026,4273.077,4396.538,4338.59,4344.231,4097.564,4169.487,4325.0,4351.154,4289.744,4319.744,4337.308,16
4217.436,4249.744,4229.231,4277.179,4400.385,4338.974,4346.795,4061.667,4111.795,4323.205,4350.769,4286.538,4336.154,4345.256,16
4235.385,4264.872,4241.154,4280.897,4395.769,4341.154,4348.846,4000.513,3987.436,4331.923,4340.513,4270.897,4340.641,4362.179,16
4224.744,4251.538,4237.949,4268.59,4391.41,4348.462,4347.308,3965.385,3957.308,4316.538,4338.462,4266.923,4352.564,4369.872,16
4235.385,4245.769,4241.795,4279.615,4390.128,4347.308,4345.385,4025.513,4036.667,4279.103,4333.718,4262.436,4363.718,4377.051,16
4231.41,4201.41,4239.103,4272.564,4389.487,4348.718,4354.103,3981.41,3977.821,4249.744,4319.615,4239.615,4383.462,4378.462,16
4239.615,4218.077,4241.154,4271.41,4391.795,4349.359,4358.205,3977.436,3972.949,4226.282,4317.308,4234.231,4393.59,4387.051,16
4223.333,4229.744,4235.513,4271.026,4394.103,4348.718,4357.692,4182.436,4183.846,4189.487,4306.538,4211.923,4378.718,4375.897,16
4227.436,4242.179,4238.846,4275.769,4392.179,4345.256,4355.769,4259.359,4258.974,4185.0,4298.462,4198.59,4372.692,4354.744,16
4229.487,4217.692,4234.359,4271.154,4396.026,4348.077,4358.718,4200.128,4203.462,4194.231,4308.333,4216.154,4368.718,4332.692,16
4226.923,4215.769,4232.308,4271.154,4399.359,4346.154,4355.128,4200.769,4200.513,4217.179,4319.615,4232.564,4363.718,4338.718,16
4222.308,4223.333,4236.026,4270.897,4396.026,4346.538,4356.538,4231.154,4228.846,4257.308,4316.154,4236.026,4344.487,4334.487,16
4222.308,4223.205,4236.538,4268.59,4388.462,4341.667,4355.641,4200.0,4201.667,4290.513,4327.179,4248.333,4351.41,4320.769,16
4228.974,4210.385,4234.872,4271.41,4389.231,4335.385,4349.359,4239.231,4240.0,4313.974,4338.974,4264.744,4331.026,4321.026,16
4222.308,4200.769,4227.179,4269.103,4392.949,4330.385,4340.641,4144.231,4150.385,4333.974,4343.462,4272.179,4323.462,4337.051,16
4228.077,4218.974,4233.718,4279.359,4393.974,4332.179,4342.564,4021.667,4038.077,4330.897,4352.821,4293.333,4322.436,4348.974,16
4215.0,4221.41,4233.59,4273.846,4394.103,4336.026,4347.564,4010.897,4020.256,4322.564,4351.154,4284.872,4329.359,4343.077,16
4233.077,4235.256,4245.897,4280.769,4394.872,4339.231,4347.949,4013.077,4006.795,4330.513,4337.821,4270.513,4335.256,4355.641,16
4229.231,4226.282,4244.103,4270.513,4394.359,4341.41,4346.026,3971.282,3972.564,4306.667,4334.744,4263.077,4360.128,4374.359,16
4237.692,4259.744,4251.026,4278.59,4393.333,4341.41,4348.462,4016.923,4017.821,4256.538,4329.744,4255.641,4372.436,4383.077,16
4222.051,4249.744,4241.923,4272.949,4395.128,4344.872,4356.538,4007.308,3977.179,4222.949,4306.41,4225.128,4379.615,4372.179,16
4234.487,4243.974,4238.077,4276.026,4396.41,4343.974,4358.077,4024.103,3992.179,4205.769,4303.205,4218.846,4383.333,4368.846,16
4231.026,4217.308,4233.974,4269.231,4394.359,4347.308,4358.846,4193.077,4193.205,4177.179,4305.256,4211.154,4378.846,4357.179,16
4236.538,4228.718,4238.974,4268.077,4394.359,4343.462,4357.436,4250.513,4259.615,4184.103,4301.923,4207.564,4374.231,4346.923,16
4226.923,4211.923,4234.231,4265.769,4396.154,4339.872,4359.615,4202.051,4199.872,4210.128,4308.846,4219.359,4369.231,4332.051,16
4223.718,4213.077,4238.205,4271.923,4392.436,4336.667,4360.128,4211.795,4209.231,4239.872,4323.205,4236.154,4362.179,4334.872,16
4226.923,4218.205,4237.821,4268.333,4393.59,4339.744,4363.974,4224.487,4225.769,4275.128,4320.513,4245.128,4333.846,4326.282,16
4231.538,4230.128,4233.462,4266.795,4395.385,4337.308,4358.462,4196.41,4195.0,4304.359,4325.0,4255.897,4337.692,4320.256,16
4227.692,4240.513,4234.872,4273.59,4394.872,4335.769,4350.513,4251.923,4250.128,4319.359,4333.59,4265.385,4326.41,4322.821,16
4218.846,4245.641,4233.205,4272.179,4392.821,4329.487,4348.462,4120.769,4119.231,4332.564,4341.667,4275.256,4319.359,4330.128,16
4227.692,4238.846,4237.821,4275.513,4395.0,4329.487,4354.872,3954.103,3956.667,4332.949,4351.282,4302.436,4322.692,4347.051,16
4222.308,4214.103,4232.692,4267.821,4395.0,4334.744,4353.077,3975.128,3978.077,4325.256,4345.641,4291.538,4348.205,4358.205,16
4237.949,4220.897,4242.436,4276.795,4390.769,4335.256,4348.077,4030.385,4027.692,4326.795,4331.538,4264.103,4362.179,4369.872,16
4231.923,4218.718,4241.154,4272.308,4390.513,4336.923,4354.359,3968.462,3971.923,4298.077,4332.179,4252.821,4378.333,4379.872,16
4239.872,4236.026,4244.872,4281.795,4393.718,4342.179,4360.769,4014.615,4012.308,4241.026,4328.205,4250.897,4375.513,4387.436,16
4220.513,4223.974,4235.641,4272.308,4392.949,4343.718,4357.949,4058.462,4031.282,4211.923,4302.051,4222.436,4380.385,4373.846,16
4229.103,4250.641,4238.333,4276.538,4391.026,4338.59,4356.667,4083.077,4058.077,4202.692,4300.769,4217.692,4385.0,4364.359,16
4222.821,4223.846,4236.282,4272.692,4394.487,4341.538,4361.41,4198.59,4199.359,4171.923,4313.974,4216.923,4377.436,4354.744,16
4231.795,4216.795,4241.026,4271.667,4398.205,4344.231,4358.718,4242.179,4246.41,4182.179,4313.333,4220.128,4367.821,4349.359,16
4228.718,4214.744,4233.462,4264.744,4398.462,4347.051,4359.744,4208.333,4203.846,4218.846,4309.487,4224.872,4362.308,4334.231,16
4235.769,4224.231,4236.282,4272.821,4395.897,4338.846,4360.128,4213.718,4213.846,4252.436,4319.103,4236.667,4357.179,4337.821,16
4226.795,4196.667,4236.667,4272.308,4394.231,4335.256,4357.692,4214.744,4217.051,4286.282,4320.641,4245.385,4333.846,4329.103,16
4223.846,4203.205,4234.872,4269.872,4393.846,4333.077,4348.205,4199.872,4197.436,4313.718,4326.154,4259.487,4331.538,4319.359,16
4222.821,4218.077,4232.308,4270.513,4395.641,4333.974,4346.538,4251.154,4248.718,4320.897,4335.128,4270.641,4321.667,4323.974,16
4220.641,4222.949,4232.051,4269.615,4392.949,4335.256,4344.487,4107.179,4105.513,4330.385,4343.205,4275.769,4328.077,4345.513,16
4230.641,4242.179,4241.667,4276.026,4392.949,4341.667,4349.103,3940.513,3940.385,4331.538,4346.282,4290.897,4331.667,4359.103,16
4226.026,4252.821,4241.282,4274.359,4396.282,4342.692,4354.231,3979.359,3978.205,4316.538,4344.359,4280.769,4349.103,4358.846,16
4234.615,4254.359,4247.949,4282.436,4396.538,4342.692,4354.231,4050.128,4049.231,4302.051,4333.462,4258.333,4363.205,4371.026,16
4228.718,4245.385,4241.795,4268.974,4391.667,4345.385,4352.179,3939.744,3939.231,4274.359,4325.897,4247.179,4382.436,4382.308,16
4241.795,4257.821,4243.462,4273.205,4389.872,4345.0,4354.359,4031.667,4030.385,4232.564,4319.103,4245.128,4376.154,4381.154,16
4223.333,4224.231,4237.821,4268.59,4393.333,4344.103,4356.923,4234.103,4233.974,4205.641,4299.487,4212.564,4382.179,4363.974,16
4231.795,4228.974,4241.795,4274.872,4395.769,4344.744,4356.538,4245.256,4245.641,4191.795,4297.308,4209.615,4388.718,4356.282,16
4226.154,4217.692,4231.154,4269.359,4393.59,4348.846,4357.692,4185.0,4184.487,4167.564,4310.897,4223.718,4382.692,4349.872,16
4238.718,4226.282,4233.718,4272.821,4393.718,4348.718,4355.769,4204.872,4205.128,4191.667,4316.154,4232.179,4362.179,4346.154,16
4233.333,4211.667,4232.179,4267.051,4399.231,4347.692,4356.667,4234.615,4234.359,4241.667,4312.051,4228.205,4352.821,4322.821,16
4233.205,4236.795,4235.385,4273.462,4398.333,4343.59,4350.641,4214.359,4211.026,4277.308,4322.564,4240.256,4354.103,4320.0,16
4224.487,4239.359,4231.154,4266.923,4396.026,4344.231,4345.513,4197.051,4193.59,4300.897,4333.333,4252.051,4331.538,4323.205,16
4235.513,4239.744,4234.615,4266.667,4395.385,4338.462,4342.692,4209.872,4209.744,4321.026,4343.333,4271.538,4325.641,4329.231,16
4225.385,4225.0,4233.718,4270.513,4395.769,4336.41,4343.718,4247.436,4247.308,4325.385,4345.0,4285.385,4324.231,4331.795,16
4209.744,4222.308,4229.487,4271.538,4393.974,4336.795,4341.538,4092.692,4091.923,4330.0,4344.231,4278.333,4341.026,4344.359,16
4223.718,4221.538,4237.179,4272.692,4393.205,4343.462,4345.385,3936.282,3936.41,4329.359,4345.513,4283.077,4343.974,4358.205,16
4229.615,4219.103,4236.41,4269.231,4393.974,4344.615,4347.179,3987.179,3987.436,4316.282,4344.359,4278.205,4349.487,4364.103,16
4230.897,4229.103,4239.359,4279.359,4396.538,4346.282,4346.923,4048.205,4047.692,4298.59,4332.692,4259.615,4357.179,4372.821,16
4224.615,4239.103,4236.282,4274.231,4397.179,4346.667,4346.538,3933.077,3934.359,4270.641,4327.308,4247.949,4384.359,4381.795,16
4246.667,4261.538,4243.59,4280.385,4395.0,4344.359,4348.205,4044.231,4045.256,4226.667,4319.615,4241.282,4378.846,4381.795,16
4235.128,4241.026,4236.923,4271.923,4393.333,4344.231,4350.641,4240.385,4239.359,4194.615,4298.718,4204.744,4376.154,4365.0,16
4242.949,4252.436,4237.436,4276.667,4394.615,4347.564,4355.897,4242.308,4242.821,4188.333,4301.026,4205.897,4383.205,4351.154,16
4227.692,4230.513,4232.949,4268.974,4395.641,4350.897,4360.0,4185.897,4186.667,4182.821,4314.744,4225.385,4388.462,4342.179,16
4228.974,4221.923,4239.487,4269.744,4393.974,4344.103,4358.077,4218.846,4215.385,4213.205,4315.513,4233.974,4362.179,4342.436,16
4225.128,4202.564,4231.154,4263.718,4393.59,4338.974,4356.667,4221.667,4223.333,4257.308,4316.282,4235.641,4346.026,4322.949,16
4238.59,4228.462,4235.897,4274.359,4392.436,4334.359,4351.538,4214.744,4212.179,4290.128,4328.333,4255.128,4348.462,4320.0,16
4221.026,4213.462,4234.103,4268.59,4392.692,4339.487,4352.179,4220.0,4211.41,4310.128,4328.974,4260.0,4326.026,4320.385,16
4224.103,4220.0,4233.59,4273.718,4393.718,4350.128,4360.128,4109.231,4138.333,4323.333,4335.128,4276.667,4298.59,4323.59,16
4229.487,4236.41,4238.974,4285.256,4392.949,4311.538,4324.615,4014.231,4068.718,4323.462,4356.41,4285.769,4354.103,4357.564,16
4202.821,4246.026,4234.231,4272.692,4392.564,4325.641,4341.41,4046.538,4062.821,4350.897,4361.795,4291.795,4364.744,4367.051,16
4225.385,4239.744,4229.487,4268.462,4404.359,4411.538,4423.205,4018.462,4006.282,4303.205,4300.256,4269.103,4212.308,4298.205,16
4255.897,4225.256,4263.718,4294.615,4383.462,4205.0,4216.667,3835.256,3839.487,4307.692,4372.436,4237.821,4560.513,4467.949,16
4163.59,4202.051,4248.077,4270.256,4366.41,4181.026,4200.385,4240.128,4246.41,4403.59,4442.821,4330.385,4643.718,4528.077,16
