AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label
4238.846,4227.949,4255.897,4285.513,4413.974,4340.513,4358.718,4199.359,4195.513,4289.359,4350.128,4292.179,4360.513,4357.179,12
4230.128,4210.385,4250.513,4274.231,4412.949,4345.0,4360.769,4247.051,4248.718,4279.615,4361.154,4297.821,4371.154,4360.0,12
4233.59,4226.282,4247.308,4269.231,4414.359,4343.974,4353.333,4081.282,4082.051,4292.308,4348.718,4275.513,4385.769,4369.872,12
4223.077,4227.179,4243.59,4268.462,4413.59,4347.308,4362.692,3950.128,3951.538,4294.231,4331.923,4261.923,4391.154,4367.436,12
4220.385,4218.718,4244.615,4266.667,4412.821,4353.462,4374.103,3994.359,3993.205,4284.872,4330.769,4260.897,4393.59,4358.077,12
4226.154,4224.744,4253.846,4276.923,4415.385,4360.641,4377.692,4030.513,4030.0,4291.667,4330.128,4254.231,4392.564,4357.692,12
4208.718,4241.667,4248.462,4283.846,4414.231,4354.231,4376.282,3980.641,3982.692,4312.179,4328.59,4242.821,4383.718,4351.667,12
4220.128,4245.513,4248.846,4290.769,4412.692,4347.179,4375.769,3997.564,3998.974,4348.462,4330.897,4253.974,4365.0,4349.487,12
4226.41,4237.179,4242.179,4277.821,4413.333,4356.923,4379.359,4025.897,4025.897,4347.051,4330.256,4258.333,4352.179,4341.923,12
4234.359,4262.564,4245.769,4286.923,4411.667,4349.103,4368.974,4011.795,4013.205,4352.051,4332.051,4265.128,4339.615,4341.154,12
4220.0,4234.487,4238.59,4279.103,4408.974,4344.103,4365.0,3985.641,3989.872,4362.436,4335.641,4273.077,4335.128,4330.0,12
4238.718,4218.974,4244.487,4279.231,4411.538,4339.103,4355.897,4033.59,4029.615,4360.513,4342.179,4284.615,4341.41,4345.0,12
4229.615,4200.256,4241.282,4275.128,4415.256,4344.359,4357.821,3991.41,3996.026,4347.051,4335.769,4280.385,4334.359,4346.667,12
4243.462,4227.564,4252.564,4286.026,4413.718,4338.59,4352.179,3838.59,3842.692,4346.41,4348.333,4288.333,4353.205,4358.846,12
4231.795,4228.077,4247.692,4278.846,4412.436,4340.0,4354.744,3774.487,3725.513,4341.026,4356.154,4275.897,4373.59,4365.128,12
4231.667,4245.385,4249.744,4285.128,4412.308,4335.0,4353.846,3861.026,3795.128,4327.179,4346.026,4251.795,4387.949,4374.872,12
4223.846,4229.872,4244.744,4274.615,4415.513,4342.308,4360.256,3988.846,3980.256,4311.667,4340.513,4247.308,4392.179,4372.949,12
4233.59,4228.974,4246.538,4272.692,4414.103,4341.282,4361.154,4016.923,4032.949,4306.538,4348.462,4260.769,4404.744,4381.41,12
4222.949,4206.923,4244.872,4272.436,4413.205,4348.462,4371.154,4019.231,4012.436,4293.718,4338.974,4256.795,4398.718,4375.128,12
4221.795,4192.179,4247.436,4274.359,4412.692,4350.641,4368.205,3987.692,3985.769,4285.385,4336.282,4255.0,4398.718,4371.41,12
4223.333,4193.333,4249.872,4279.487,4413.077,4350.128,4368.59,4008.462,4016.923,4301.41,4343.333,4258.974,4383.59,4366.538,12
4216.923,4219.103,4241.282,4280.385,4414.359,4356.538,4380.897,4005.256,4005.769,4322.179,4334.872,4253.333,4370.128,4359.615,12
4227.051,4234.487,4245.513,4286.795,4414.872,4354.359,4377.692,4014.103,4014.872,4321.282,4331.923,4253.846,4361.282,4351.667,12
4224.487,4238.718,4242.564,4276.026,4412.564,4346.41,4370.256,3962.436,3960.897,4313.59,4334.103,4242.564,4361.667,4345.256,12
4238.718,4264.744,4242.949,4281.154,4413.462,4339.103,4366.154,4051.538,4050.385,4311.154,4341.026,4256.538,4354.615,4355.385,12
4238.974,4237.436,4234.615,4276.41,4415.513,4344.872,4368.077,4234.103,4236.538,4296.795,4343.077,4278.462,4347.051,4352.949,12
4250.385,4217.051,4242.179,4283.846,4413.974,4340.513,4358.846,4248.077,4248.077,4284.615,4342.051,4283.333,4347.949,4359.487,12
4227.564,4198.077,4241.923,4280.513,4411.154,4343.718,4363.462,4181.282,4179.744,4291.538,4345.897,4282.179,4347.949,4358.077,12
4242.692,4219.231,4251.923,4290.769,4409.615,4340.897,4366.923,4210.0,4210.385,4296.282,4352.436,4295.385,4357.564,4369.231,12
4236.282,4203.333,4245.0,4280.513,4412.308,4339.359,4369.231,4232.564,4232.051,4262.821,4339.231,4288.333,4358.846,4358.974,12
4240.769,4214.744,4251.41,4278.077,4413.59,4333.205,4360.641,4211.667,4211.282,4256.795,4335.385,4283.205,4361.923,4359.103,12
4229.103,4208.718,4246.538,4262.564,4415.256,4346.026,4367.436,4191.923,4195.385,4272.308,4340.256,4281.026,4352.308,4355.128,12
4235.385,4227.821,4249.103,4272.051,4416.026,4336.282,4372.179,4211.667,4212.564,4273.718,4350.641,4291.667,4367.179,4360.513,12
4226.026,4242.821,4247.179,4276.667,4416.538,4322.436,4393.333,4244.231,4241.026,4256.538,4347.564,4281.41,4372.692,4353.077,12
4227.308,4257.692,4249.359,4275.128,4416.282,4307.308,4409.744,4082.051,4082.179,4268.077,4339.744,4261.026,4371.538,4356.538,12
4222.436,4244.615,4251.538,4277.308,4416.538,4300.641,4423.718,3949.487,3952.179,4293.846,4333.974,4257.692,4365.513,4355.128,12
4215.769,4247.308,4247.051,4286.154,4413.846,4292.051,4437.179,3991.795,3992.436,4308.846,4332.051,4251.923,4366.667,4339.487,12
4224.103,4225.513,4246.667,4292.949,4412.949,4283.718,4450.641,4032.692,4032.821,4329.872,4329.615,4241.667,4355.641,4331.154,12
4227.308,4195.385,4241.923,4277.051,4411.923,4278.333,4451.667,3993.974,3993.974,4343.462,4327.692,4244.744,4344.872,4333.333,12
4238.462,4220.641,4242.949,4285.0,4411.41,4262.949,4441.026,3999.744,4001.795,4365.385,4329.231,4263.718,4338.846,4342.949,12
4227.436,4226.282,4236.538,4286.282,4411.923,4253.718,4445.897,3988.846,3990.256,4357.949,4330.128,4264.615,4341.538,4337.692,12
4236.154,4215.513,4246.026,4283.205,4410.0,4248.205,4444.103,4051.282,4041.795,4339.359,4340.641,4277.949,4349.103,4346.667,12
4227.436,4197.821,4244.615,4271.923,4406.538,4256.154,4448.205,3961.154,3971.667,4338.333,4336.667,4280.0,4353.462,4349.359,12
4245.385,4229.359,4253.718,4285.385,4410.128,4253.718,4446.282,3818.462,3821.923,4342.564,4341.538,4283.077,4378.205,4372.179,12
4231.795,4219.487,4247.821,4274.872,4414.872,4256.667,4449.231,3884.103,3805.641,4325.385,4346.923,4260.128,4381.538,4371.154,12
4240.385,4234.615,4254.103,4273.333,4413.205,4253.974,4446.282,3996.538,3908.718,4316.667,4342.179,4239.872,4386.41,4378.974,12
4226.538,4224.487,4247.436,4261.282,4415.0,4261.538,4454.615,3994.615,3993.59,4302.821,4334.615,4240.641,4397.051,4380.513,12
4224.744,4228.974,4245.641,4268.462,4415.897,4257.692,4453.59,3991.282,4012.308,4285.769,4343.718,4248.462,4399.872,4369.615,12
4210.385,4220.513,4239.231,4268.718,4414.359,4265.769,4462.179,4031.667,4020.0,4271.538,4341.667,4241.154,4388.462,4345.641,12
4217.564,4239.103,4248.077,4274.615,4409.615,4264.744,4464.744,3993.333,3993.462,4287.692,4334.103,4244.615,4390.256,4345.256,12
4213.846,4223.462,4249.359,4278.462,4407.692,4267.436,4467.949,4015.513,4025.897,4325.128,4331.41,4255.256,4372.179,4344.615,12
4209.615,4227.308,4236.41,4284.231,4410.0,4266.154,4464.744,4005.385,4002.051,4346.667,4330.769,4252.821,4354.359,4342.821,12
4222.821,4235.769,4235.641,4286.923,4411.667,4259.487,4460.0,3986.282,3984.615,4359.487,4328.718,4258.718,4344.615,4337.692,12
4237.436,4241.667,4238.462,4277.692,4409.103,4258.462,4455.0,4008.974,4007.949,4373.077,4330.0,4267.051,4348.59,4335.256,12
4240.897,4248.077,4242.308,4284.615,4410.641,4258.718,4442.179,4016.795,4016.667,4366.795,4336.282,4266.538,4343.462,4345.769,12
4223.333,4212.564,4238.077,4280.256,4412.051,4257.564,4435.385,3957.821,3959.231,4339.872,4337.308,4257.308,4342.051,4348.974,12
4239.487,4201.154,4246.282,4280.897,4410.128,4252.692,4432.308,4053.333,4053.718,4315.641,4344.231,4271.282,4347.051,4351.923,12
4235.0,4213.462,4242.821,4275.641,4408.077,4255.256,4432.308,4234.359,4235.256,4310.897,4357.308,4293.59,4359.359,4352.051,12
4238.205,4230.641,4247.692,4279.744,4408.974,4253.462,4428.462,4240.513,4240.385,4301.667,4357.564,4295.128,4363.718,4358.974,12
4222.692,4190.0,4240.641,4262.692,4410.513,4262.949,4434.231,4162.949,4162.564,4269.615,4345.256,4287.436,4357.179,4357.564,12
4241.154,4210.769,4246.41,4266.154,4410.385,4262.308,4431.026,4229.615,4230.256,4270.128,4352.051,4299.103,4358.077,4370.769,12
4228.59,4223.974,4238.59,4257.949,4413.077,4271.154,4437.308,4204.231,4204.487,4278.462,4350.385,4273.718,4357.179,4354.103,12
4233.462,4234.359,4246.154,4268.333,4414.487,4268.205,4430.256,4173.462,4173.333,4276.41,4350.641,4274.103,4368.462,4356.795,12
4221.41,4230.641,4246.154,4269.872,4414.872,4270.769,4431.026,4374.231,4373.59,4248.462,4363.205,4313.974,4352.949,4364.487,12
4227.564,4263.333,4256.538,4279.103,4413.846,4268.205,4424.744,4479.872,4478.462,4230.769,4376.538,4335.769,4348.462,4368.846,12
4223.333,4247.436,4256.667,4281.154,4412.949,4276.154,4427.051,4394.359,4395.256,4232.821,4367.051,4317.821,4349.103,4356.282,12
4229.103,4242.179,4244.872,4282.308,4410.897,4276.154,4428.718,4385.385,4386.795,4243.077,4365.897,4324.487,4355.513,4362.692,12
4237.821,4231.923,4238.205,4281.282,4412.436,4276.154,4428.59,4481.795,4479.487,4249.231,4370.385,4342.179,4343.333,4362.308,12
4246.41,4229.103,4242.692,4278.462,4411.282,4281.41,4426.154,4305.641,4303.205,4251.282,4351.667,4307.821,4343.846,4355.897,12
4247.308,4227.051,4245.641,4282.949,4410.385,4278.974,4424.103,4151.795,4152.949,4260.641,4337.051,4284.487,4346.026,4361.41,12
4233.59,4210.513,4238.974,4279.231,4411.41,4276.795,4425.0,4195.513,4196.795,4271.795,4336.795,4290.385,4350.256,4354.872,12
4246.667,4214.103,4249.487,4287.051,4412.179,4281.41,4417.564,4240.513,4240.128,4285.256,4335.385,4291.667,4353.59,4351.667,12
4237.821,4218.974,4249.744,4281.795,4412.308,4289.872,4415.513,4167.692,4168.077,4289.872,4333.205,4278.462,4344.615,4346.538,12
4240.513,4247.179,4256.282,4282.308,4413.718,4285.385,4412.308,4231.154,4233.59,4280.385,4349.231,4298.462,4346.795,4353.846,12
4228.974,4233.846,4248.205,4272.949,4414.615,4288.974,4413.846,4198.846,4201.41,4276.923,4346.282,4291.538,4355.897,4353.077,12
4242.821,4238.205,4254.615,4279.231,4414.744,4289.231,4409.487,3997.179,3996.795,4293.718,4330.897,4262.949,4381.41,4369.487,12
4222.308,4219.231,4248.718,4259.744,4416.538,4297.564,4416.026,3956.026,3954.744,4282.692,4325.256,4250.385,4393.59,4361.538,12
4228.846,4219.872,4251.667,4268.59,4414.744,4296.795,4416.026,4021.538,4022.692,4283.333,4334.103,4259.872,4390.641,4355.641,12
4216.538,4204.359,4243.205,4278.462,4412.051,4307.436,4423.846,4013.205,4013.205,4301.923,4332.436,4253.59,4376.538,4347.949,12
4221.154,4217.436,4249.103,4289.487,4411.923,4304.872,4418.462,3979.359,3976.923,4334.872,4330.0,4253.077,4368.846,4350.897,12
4219.872,4206.154,4246.795,4282.949,4413.974,4308.718,4423.077,4014.487,4013.718,4347.436,4329.872,4258.462,4355.513,4337.949,12
4228.462,4244.744,4242.179,4283.462,4413.205,4305.513,4414.872,4005.0,4003.59,4347.179,4329.744,4261.41,4352.564,4334.359,12
4228.718,4259.231,4240.0,4281.667,4412.308,4303.718,4404.487,3989.103,3991.923,4360.641,4325.128,4264.872,4338.333,4333.59,12
4230.641,4238.59,4237.949,4273.718,4410.256,4299.872,4400.769,4022.436,4021.795,4357.051,4331.923,4271.026,4332.051,4332.051,12
4227.179,4217.564,4236.667,4274.744,4410.897,4302.308,4397.051,4016.282,4007.949,4355.385,4335.128,4274.359,4331.026,4337.564,12
4220.641,4212.436,4239.615,4276.282,4409.744,4307.179,4388.974,3940.128,3957.821,4359.487,4336.538,4284.615,4347.564,4348.205,12
4233.974,4205.897,4249.231,4281.795,4410.641,4305.641,4384.359,4085.769,4093.205,4345.256,4354.872,4295.897,4360.128,4356.154,12
4226.795,4195.385,4244.744,4274.487,4412.436,4307.821,4383.59,4169.103,4155.769,4325.256,4361.538,4282.564,4370.128,4356.795,12
4234.487,4220.128,4248.462,4273.077,4413.974,4311.923,4377.949,4041.667,4059.615,4316.795,4349.615,4279.487,4378.59,4367.564,12
4227.564,4222.308,4240.385,4260.641,4413.077,4318.59,4382.821,3971.923,4057.564,4299.103,4348.846,4290.0,4382.179,4360.897,12
4233.718,4239.487,4248.846,4269.744,4411.667,4315.897,4383.718,4028.205,4123.59,4293.077,4351.154,4288.333,4380.256,4359.744,12
4212.949,4225.641,4243.718,4260.0,4414.103,4328.846,4390.641,4033.077,4112.949,4295.128,4334.231,4276.923,4376.538,4361.026,12
4224.359,4242.308,4247.821,4273.974,4413.59,4323.333,4382.436,4083.718,4196.795,4301.795,4341.538,4291.667,4375.769,4367.436,12
4207.179,4232.436,4239.231,4277.051,4413.59,4327.179,4384.487,4123.59,4221.667,4302.692,4350.0,4279.231,4367.308,4347.051,12
4212.051,4232.051,4245.897,4281.282,4411.41,4327.692,4380.128,4148.333,4181.026,4302.179,4351.667,4284.744,4371.667,4354.103,12
4214.103,4210.128,4242.949,4273.718,4407.564,4328.077,4380.0,4341.282,4360.513,4280.128,4358.462,4311.026,4343.846,4355.256,12
4230.385,4233.974,4241.923,4281.154,4410.0,4320.128,4373.333,4478.59,4493.846,4263.205,4371.923,4329.103,4336.154,4363.974,12
4227.564,4228.205,4242.949,4284.872,4414.615,4322.692,4376.282,4433.205,4408.718,4247.821,4363.718,4331.154,4359.744,4368.59,12
4239.231,4227.692,4245.128,4282.564,4413.462,4326.538,4375.641,4294.615,4337.436,4228.59,4347.692,4321.923,4371.667,4366.538,12
4240.128,4224.487,4240.385,4281.538,4414.615,4327.692,4371.795,4229.231,4366.026,4230.0,4341.667,4305.0,4347.821,4353.59,12
4224.744,4210.385,4240.769,4280.769,4415.256,4324.231,4369.872,4223.718,4263.974,4252.436,4336.154,4287.692,4346.795,4351.667,12
4233.077,4207.821,4250.641,4284.615,4415.385,4326.282,4368.077,4218.462,4184.872,4254.872,4327.051,4281.538,4348.718,4356.026,12
4241.41,4224.872,4246.795,4283.59,4414.615,4334.615,4368.974,4170.256,4188.462,4254.231,4326.795,4277.051,4347.821,4344.103,12
4242.692,4229.103,4250.513,4287.436,4413.718,4336.795,4371.026,4242.564,4237.308,4263.974,4336.154,4283.462,4356.41,4344.231,12
4218.205,4194.744,4248.462,4273.077,4413.462,4336.41,4366.154,4175.513,4172.692,4264.744,4334.744,4275.0,4366.282,4343.718,12
4232.051,4219.359,4256.026,4275.513,4415.0,4334.872,4355.385,4034.359,4161.667,4271.538,4334.615,4283.718,4382.564,4353.205,12
4220.0,4237.564,4246.282,4267.051,4415.0,4351.282,4369.487,4013.59,4132.051,4277.179,4326.41,4270.897,4381.41,4346.154,12
4230.0,4248.718,4254.231,4280.641,4415.897,4356.026,4376.923,4021.667,4006.41,4303.077,4322.179,4245.0,4376.282,4350.769,12
4215.513,4232.564,4251.667,4277.564,4416.923,4358.333,4380.769,3997.692,3975.0,4307.436,4318.718,4235.769,4376.026,4339.231,12
4221.026,4255.513,4253.462,4285.128,4411.923,4346.026,4371.923,4000.128,4022.564,4324.231,4318.462,4251.026,4367.308,4332.949,12
4213.333,4227.308,4242.436,4280.0,4412.564,4351.026,4376.282,4006.154,4006.154,4343.077,4319.103,4252.949,4338.333,4318.846,12
4229.359,4237.308,4240.769,4285.513,4412.436,4346.282,4367.308,4009.103,3996.667,4353.718,4328.846,4261.795,4335.769,4322.949,12
4229.615,4229.872,4237.051,4283.718,4409.103,4344.103,4360.513,4031.41,4031.41,4364.359,4332.692,4273.205,4333.205,4323.077,12
4237.051,4217.436,4241.41,4278.846,4408.974,4342.949,4352.821,3918.846,3932.564,4372.692,4345.128,4287.949,4344.103,4332.821,12
4234.615,4201.795,4243.974,4276.41,4412.051,4348.077,4351.026,3826.923,3861.154,4382.564,4355.897,4303.205,4348.333,4340.641,12
4231.923,4211.923,4250.0,4285.0,4410.897,4346.923,4352.949,3832.692,3845.385,4373.077,4349.744,4291.538,4356.538,4350.128,12
4236.795,4217.692,4255.0,4287.179,4412.949,4347.308,4352.949,3815.769,3807.051,4355.769,4342.821,4271.667,4371.026,4365.0,12
4233.205,4227.179,4248.077,4275.385,4413.59,4348.462,4348.718,3731.026,3733.462,4336.41,4337.308,4254.744,4383.462,4366.538,12
4234.487,4250.513,4248.333,4275.128,4412.821,4350.897,4350.0,3884.359,3888.333,4315.897,4337.564,4246.154,4385.769,4373.077,12
4217.821,4228.974,4244.231,4266.538,4413.205,4359.359,4353.333,4043.974,4039.487,4309.487,4340.256,4236.538,4395.641,4378.718,12
4222.821,4212.564,4248.846,4267.821,4412.308,4359.487,4344.744,4031.282,4031.795,4304.103,4337.564,4245.385,4397.821,4372.179,12
4211.923,4211.667,4238.718,4260.0,4410.769,4366.923,4351.795,3982.436,3983.718,4287.949,4331.538,4249.103,4394.103,4351.538,12
4221.154,4223.718,4250.897,4279.231,4410.641,4363.974,4355.0,4010.0,4006.41,4301.923,4339.359,4253.077,4388.718,4350.641,12
4202.692,4190.769,4247.051,4276.154,4410.897,4369.103,4360.385,4010.0,4009.744,4330.0,4333.077,4248.59,4373.077,4347.564,12
4215.128,4210.385,4248.333,4280.256,4408.59,4362.436,4351.923,4012.564,4015.513,4340.0,4330.641,4255.256,4367.821,4356.667,12
4217.564,4221.538,4239.744,4273.077,4407.308,4364.615,4354.744,3986.795,3988.462,4336.026,4331.538,4246.41,4358.59,4343.205,12
4233.462,4260.256,4238.077,4279.615,4409.231,4358.333,4347.821,3982.179,3983.205,4330.513,4334.744,4247.436,4361.154,4345.0,12
4223.974,4245.513,4232.308,4275.513,4411.667,4357.821,4340.641,4166.41,4167.436,4306.282,4341.923,4271.154,4352.692,4349.872,12
4236.282,4222.821,4238.974,4273.205,4409.359,4355.897,4332.692,4263.718,4263.718,4287.692,4349.103,4287.564,4348.974,4362.179,12
4233.462,4195.385,4236.41,4273.718,4409.744,4361.923,4337.949,4198.462,4202.308,4267.436,4337.308,4284.359,4343.333,4359.103,12
4226.795,4215.897,4236.41,4283.462,4409.744,4361.923,4339.103,4186.795,4184.872,4256.538,4332.949,4290.385,4348.59,4362.821,12
4232.436,4224.615,4242.179,4282.436,4411.41,4365.128,4339.615,4240.897,4234.103,4253.59,4335.897,4283.462,4339.615,4356.026,12
4241.282,4212.821,4245.128,4273.59,4412.051,4366.154,4337.949,4189.103,4204.615,4270.641,4332.051,4269.487,4346.795,4348.462,12
4240.641,4221.41,4246.154,4269.487,4412.564,4367.179,4337.051,4221.923,4202.692,4281.667,4335.256,4276.282,4349.872,4349.615,12
4229.615,4228.205,4239.359,4260.128,4411.795,4365.513,4333.718,4315.256,4222.308,4256.923,4347.436,4291.282,4344.359,4343.59,12
4238.462,4230.769,4248.077,4271.282,4412.179,4362.949,4333.718,4271.026,4208.205,4248.718,4348.718,4285.0,4350.128,4343.59,12
4217.179,4226.026,4245.897,4269.872,4413.718,4372.692,4343.205,4172.821,4188.718,4262.821,4344.487,4268.077,4363.077,4342.436,12
4227.179,4241.282,4252.436,4280.513,4412.436,4368.718,4337.308,4234.487,4244.744,4284.744,4353.974,4288.077,4365.513,4351.923,12
4221.282,4220.0,4244.359,4276.795,4410.385,4375.385,4341.41,4202.564,4188.205,4287.564,4342.692,4274.872,4356.282,4339.744,12
4231.41,4233.205,4251.795,4290.897,4411.667,4376.154,4340.897,3996.154,4003.462,4306.667,4328.974,4239.487,4352.436,4340.641,12
4225.897,4224.359,4243.974,4280.769,4413.205,4379.359,4344.872,3948.974,3959.359,4314.615,4327.821,4231.667,4351.154,4335.513,12
4241.667,4249.615,4241.41,4277.564,4410.641,4368.333,4332.308,4041.41,4031.282,4325.128,4324.231,4250.769,4353.59,4342.179,12
4223.333,4233.077,4238.59,4273.077,4411.026,4368.846,4331.795,3980.0,3984.744,4338.462,4314.615,4249.744,4331.41,4330.513,12
4233.077,4213.59,4248.333,4280.897,4411.41,4363.333,4327.436,3994.103,4004.872,4336.795,4332.436,4264.872,4332.564,4334.231,12
4239.359,4189.231,4245.128,4278.077,4409.872,4363.59,4324.231,4077.564,4032.949,4328.077,4341.154,4263.974,4338.205,4336.41,12
4244.487,4215.641,4250.256,4279.615,4408.205,4363.59,4321.795,3919.231,3869.103,4322.179,4341.026,4256.795,4356.667,4346.154,12
4236.795,4210.769,4253.333,4276.538,4410.256,4371.795,4324.231,3920.513,3943.59,4318.846,4351.795,4276.538,4372.436,4355.769,12
4232.436,4198.077,4246.795,4272.308,4410.513,4376.923,4319.744,4037.436,4068.718,4323.333,4347.564,4261.41,4384.487,4363.718,12
4230.513,4216.154,4245.128,4267.692,4412.692,4378.718,4323.205,4042.692,4028.462,4312.564,4332.949,4234.872,4393.462,4377.692,12
4219.359,4227.051,4243.462,4264.103,4413.59,4379.487,4331.154,3961.41,3954.872,4302.051,4336.282,4238.718,4401.41,4373.462,12
4222.821,4230.0,4247.949,4277.692,4410.385,4384.231,4331.282,4020.513,4031.923,4307.308,4342.051,4254.103,4400.513,4357.949,12
4211.667,4236.538,4242.821,4270.897,4408.59,4390.769,4337.051,4016.41,4015.385,4300.769,4330.128,4239.359,4383.846,4340.385,12
4225.769,4246.026,4249.744,4276.026,4411.41,4383.59,4339.231,3993.59,3993.205,4313.974,4330.641,4245.256,4365.128,4343.333,12
4215.897,4220.897,4237.436,4276.795,4412.308,4385.128,4340.897,4015.641,4016.026,4333.205,4332.051,4250.513,4359.231,4335.641,12
4226.923,4231.282,4238.974,4293.59,4411.795,4378.077,4330.128,3990.513,3990.641,4350.769,4329.359,4254.872,4356.923,4338.59,12
4222.051,4213.59,4235.513,4278.205,4412.692,4379.359,4334.359,3991.795,3995.128,4363.077,4324.615,4259.744,4342.821,4334.487,12
4236.795,4235.513,4239.231,4274.744,4411.41,4374.359,4327.821,4024.615,4024.744,4368.205,4332.179,4269.615,4336.538,4337.436,12
4221.154,4221.538,4233.077,4273.974,4408.846,4377.564,4321.923,3981.154,3980.385,4357.949,4333.718,4266.795,4333.718,4329.615,12
4227.436,4211.026,4242.821,4282.436,4406.923,4371.026,4312.692,3985.256,3985.128,4346.41,4335.897,4269.872,4344.872,4342.179,12
4225.256,4197.179,4241.538,4277.436,4409.231,4370.769,4313.846,4165.769,4166.154,4328.846,4347.949,4284.487,4349.231,4343.974,12
4239.103,4221.282,4247.051,4280.0,4410.256,4368.205,4314.487,4261.538,4259.231,4320.256,4357.564,4295.0,4356.795,4350.513,12
4232.949,4206.923,4247.949,4272.436,4411.282,4378.59,4321.923,4186.282,4184.615,4296.538,4346.026,4283.974,4354.744,4351.282,12
4229.487,4207.949,4246.026,4269.103,4409.231,4375.897,4315.897,4188.205,4188.974,4271.41,4346.667,4291.795,4365.769,4357.949,12
4228.718,4225.513,4242.179,4263.846,4411.923,4375.385,4318.205,4240.513,4240.256,4271.667,4351.026,4287.821,4357.308,4353.846,12
4221.667,4241.026,4241.538,4259.359,4415.513,4380.385,4323.205,4153.333,4152.821,4285.513,4347.821,4268.974,4365.128,4353.077,12
4219.744,4251.667,4252.436,4273.462,4414.103,4380.256,4318.846,4275.385,4276.538,4273.974,4357.949,4294.359,4358.974,4361.667,12
4210.897,4236.41,4247.692,4273.718,4410.641,4378.846,4317.564,4448.333,4448.462,4240.641,4371.154,4318.205,4346.282,4357.179,12
4224.615,4219.231,4247.949,4277.949,4408.333,4373.462,4313.205,4435.256,4437.051,4234.231,4370.769,4322.436,4360.385,4367.564,12
4221.923,4213.205,4238.59,4269.359,4407.179,4380.769,4311.538,4375.513,4380.0,4228.333,4364.103,4318.59,4371.538,4369.231,12
4242.436,4238.462,4247.436,4281.795,4407.692,4381.41,4311.923,4412.436,4408.077,4222.949,4364.103,4325.256,4372.308,4380.256,12
4231.41,4215.128,4244.487,4277.692,4407.949,4388.974,4327.692,4409.615,4410.256,4201.026,4351.538,4310.769,4375.769,4373.205,12
4238.59,4232.436,4241.538,4282.692,4406.667,4382.821,4319.103,4418.462,4417.436,4198.974,4345.385,4307.436,4381.538,4370.769,12
4227.692,4216.282,4230.0,4273.846,4408.205,4383.59,4318.205,4417.564,4386.667,4202.692,4330.897,4286.026,4355.0,4347.179,12
4239.615,4213.333,4242.821,4282.949,4411.795,4380.897,4319.103,4452.179,4399.359,4203.077,4331.154,4280.385,4349.359,4342.821,12
4230.769,4210.897,4242.051,4280.513,4413.718,4386.795,4320.513,4574.487,4556.923,4204.615,4343.205,4308.333,4332.692,4331.538,12
4241.154,4239.744,4244.231,4277.308,4411.282,4382.564,4316.154,4575.769,4640.641,4212.564,4355.769,4337.821,4307.821,4318.462,12
4232.564,4222.949,4242.692,4265.897,4412.949,4384.103,4323.59,4495.385,4576.923,4215.513,4355.513,4339.231,4296.41,4308.974,12
4229.359,4218.333,4244.487,4266.795,4413.333,4384.103,4321.282,4417.436,4432.564,4239.231,4351.282,4327.436,4304.359,4321.41,12
4224.615,4215.385,4241.026,4259.615,4411.923,4390.0,4319.744,4410.897,4392.564,4259.872,4351.923,4325.385,4298.462,4340.385,12
4224.231,4215.513,4242.179,4255.769,4410.641,4385.385,4315.128,4384.359,4390.641,4259.744,4353.333,4328.974,4300.0,4351.795,12
4236.795,4212.949,4249.487,4271.923,4411.41,4381.538,4312.692,4415.0,4423.462,4259.872,4354.872,4334.744,4321.282,4360.0,12
4233.333,4214.231,4245.769,4280.897,4410.256,4384.487,4312.692,4396.41,4388.333,4245.641,4353.462,4326.923,4348.333,4376.795,12
4231.923,4225.897,4251.923,4289.615,4409.231,4385.513,4310.256,4396.41,4396.667,4228.077,4353.59,4329.103,4352.051,4390.0,12
4226.923,4237.179,4242.821,4277.949,4408.077,4395.385,4317.436,4412.821,4411.41,4209.359,4345.769,4321.282,4367.564,4373.846,12
4248.462,4260.897,4245.385,4284.872,4409.231,4391.026,4316.667,4396.667,4400.0,4198.333,4342.436,4316.026,4390.256,4370.385,12
4234.487,4228.59,4241.282,4280.256,4412.949,4387.564,4319.872,4404.359,4420.641,4194.872,4347.564,4316.923,4378.59,4364.103,12
4242.051,4227.821,4241.154,4280.769,4412.308,4382.308,4314.231,4430.128,4410.0,4210.641,4343.846,4309.872,4361.41,4355.128,12
4233.077,4210.897,4233.333,4272.308,4409.231,4392.692,4318.333,4362.821,4368.59,4220.641,4327.179,4293.333,4356.282,4336.923,12
4239.615,4212.051,4247.308,4285.128,4410.128,4393.462,4319.359,4398.846,4452.308,4221.026,4334.103,4308.718,4348.59,4339.872,12
4229.487,4193.718,4242.692,4279.103,4411.538,4394.487,4323.718,4480.513,4398.333,4230.769,4337.949,4305.256,4319.744,4329.487,12
4241.667,4218.462,4241.026,4280.641,4408.333,4388.205,4317.179,4386.923,4204.231,4249.231,4330.0,4286.538,4313.462,4327.949,12
4222.949,4212.821,4235.385,4273.974,4411.154,4396.923,4319.487,4337.051,4295.897,4247.051,4324.744,4286.154,4316.667,4319.487,12
4227.564,4215.641,4241.154,4275.385,4411.795,4392.692,4310.769,4413.59,4466.667,4268.205,4337.821,4310.128,4320.385,4332.692,12
